,smiles,gap,scscore,gap_score
28,Oc1ccc(Cl)cc1-c1cccc(-c2ccco2)n1,2.754530169162,3.346912341534076,0.25239938
29,Clc1ccc(-c2ccc(-c3ccco3)cn2)cc1,2.535861108824,2.808740882215237,0.3162269
30,Fc1ccc(-c2ccc3ncsc3c2)c(-c2cccc(F)n2)c1,3.0140430573250003,3.953486053741314,0.18857054
31,N=c1[nH]cnc2cc(-c3ccc(Cl)cc3)sc12,2.411477853868,3.5712805495571462,0.35613844
32,Fc1ccc(-c2ccc(-c3ccc4c(Cl)c(Cl)ccc4c3)cc2)cc1,2.759567798982,3.496483076992172,0.25103387
33,c1cncc(-c2c[nH]c3ccc(-c4cccs4)cc23)c1,2.701121930309,3.9343008829253554,0.26717648
34,O=c1nc(-c2ccccc2)[nH]c2c1sc1ccccc12,2.420430760975,3.3933106440591687,0.35318953
35,c1cc(-c2cc(-c3ccsc3)nc(-c3ccsc3)c2)cs1,2.597297991511,2.7704652437600537,0.2974269
36,O=c1c(Br)coc2ccc(-c3nccs3)cc12,2.565089222656,3.30870833789006,0.3072029
37,Oc1ccc(-c2cc(Cl)ccc2-c2ccncc2)cc1,2.785261773606,3.0044689225906995,0.24414587
38,Fc1cccc(-c2cncc(-c3ccc4ccccc4c3)c2)c1,2.692816294954,3.2782970507162728,0.26952323
39,Clc1ccsc1-c1cccc(-c2ccsc2)n1,2.380892187654,2.946741275570996,0.3662942
40,Clc1ccc(-c2cc(-c3ccco3)cc(-c3cccs3)n2)cc1Cl,2.561895265412,3.488569803222753,0.30818203
41,Clc1cnc(-c2ccccc2)c2cc(-c3cccs3)ccc12,2.316687818608,3.7475364055770566,0.38799444
42,c1ccc(-c2ccc(-c3ccsc3)[nH]2)cc1,2.654588774103,2.833018373558136,0.2804907
43,O=c1oc2cc3ccccc3cc2cc1-c1ccccc1,2.360079977442,2.79412498585505,0.373274
44,c1ccc(-c2ccc3cccnc3c2-c2cccs2)cc1,2.233175126977,3.2464209982659304,0.41688696
45,Clc1ccc2oc(-c3cccc(-c4ccc(-n5cccc5)cc4)c3)cc2c1,2.584947249816,3.92770162189645,0.3011544
46,Cc1cc2cc(F)ccc2c(-c2ccsc2)n1,2.371565900133,3.4543336160091216,0.36941522
47,O=c1c(-c2cccs2)ccc(-c2cccs2)n1-c1ccccc1,1.849835417003,3.243637926360665,0.5538168
48,Clc1cncc(-c2cc3ccsc3cc2Cl)c1,3.000115229501,2.9959015418001664,0.19165663
49,Fc1ccc2sc(-c3ccccc3Cl)nc2n1,2.356143556694,3.2504043669944926,0.3746002
50,Fc1cccc(-c2c[nH]c3c(Cl)nccc23)c1,3.20175904371,3.7576861648197823,0.15065534
51,Cc1nc2ccccc2nc1-c1ccc(F)c(Cl)c1,1.606827323059,3.108339457520092,0.6377983
52,c1cnc2ccc(-c3ccc4c(c3)CCC4)cc2c1,2.402524151733,2.9976167009824617,0.35909855
53,Fc1ccc(-c2ccc(-c3ccc(F)c(F)c3)c(-c3ccncc3)c2)cc1,2.584572670872,3.843823260575667,0.30126786
54,C=C1C(=O)C2CCC1CC2,2.817450446185,2.0871910902134974,0.23569907
55,Fc1ccc2c(c1)Cc1cccc(-c3ccccc3)c1-2,3.471981476564,3.4808829670303663,0.1073259
56,O=c1occ(-c2ccccc2)cc1-c1cc2cc(Cl)ccc2o1,2.318610199987,3.82598131396252,0.3873377
57,c1csc(-c2cccc3scc(-c4ccsc4)c23)c1,2.840715607911,3.058551097333776,0.22972104
58,Cc1ccc(-c2csc(-c3cccc4ccccc34)c2)s1,2.51189949671,3.503387178079298,0.32373
59,Clc1ccc(-c2cnc(-c3cc(Cl)cc(Cl)c3)s2)cc1,2.37609093466,3.434410699226994,0.36789957
60,Cc1ccc2cc(C)ccc2c1,3.212514078731,1.7606570901934608,0.14868553
61,Cc1ccc(-c2ccc(F)cc2)n1-c1cc(F)cc(Cl)c1,2.737389209244,3.2464364417588865,0.25708243
62,O=c1oc2cc(O)ccc2c(-c2ccco2)c1-c1ccc(F)cc1,2.425146415625,3.747542166783032,0.35164076
63,Cc1ccc(-c2ccc3scnc3c2)cc1,3.0954968828400005,2.743119838336204,0.17128511
64,O=c1cc(-c2ccccc2)oc2c1sc1ccc(Br)cc12,2.624638518993,3.1280526768436228,0.28927103
65,Fc1ccc2c(c1)Cc1cc3c(cc1-2)CCCO3,3.223111562623,3.640568164638862,0.14676541
66,O=c1cc(-c2ccsc2)[nH]c2cc(-c3ccsc3)ccc12,2.3887777991,3.643165243964469,0.36366403
67,c1ccc(-c2ccc(-c3ccsc3)c(-c3ccccc3)c2)cc1,3.188755968978,3.3816957005042205,0.1530655
68,c1cnc2nc(-c3ccsc3)cc(-c3ccncc3)c2c1,1.680665777667,3.982521814544998,0.61290956
69,O=c1ccc2cc(-c3ccc(-c4cccs4)s3)ccc2o1,2.126913621346,3.6567827739486094,0.45446566
70,Cc1ccccc1-c1ccc2cc(-c3ccccc3)sc2c1,2.70173310569,3.374490874451132,0.26700428
71,Cc1ccc2cc(-c3ccc(C)n3-c3ccc(Cl)cc3)ccc2c1,2.633527736058,3.403368950183121,0.28664806
72,Fc1ccc2c(-c3ccc(-c4cccs4)cc3)cccc2c1,2.672771718145,3.29280880531446,0.27524015
73,Brc1cccc(-c2cccc(-c3ccccc3-c3ccccc3)c2)c1,3.364064918425,2.8635923126538074,0.123137645
74,O=c1oc2ccccc2c2c(-c3ccsc3)cccc12,3.119580233364,3.1974383964607345,0.16642132
75,Cc1cc(-c2ccccc2)nc2ccc(-c3cc(Cl)ccc3F)cc12,2.1990032415000003,3.808735124380565,0.4288882
76,c1ccc(-c2cccc(-c3cc4ccccc4[nH]3)c2)cc1,2.874915621199,3.0092456731990054,0.22112803
77,Fc1ccc(-c2ccc3ccsc3c2)cc1-c1c(F)cccc1F,3.000381127995,3.39911807159162,0.19159736
78,Fc1ccc(-c2c(-c3ccccc3)cnc3ccccc23)cc1,2.325396863635,3.7695567623905055,0.38502255
79,Cc1ccc(-c2cc(-c3cccc(Cl)c3)cc(-c3cccs3)c2)o1,2.784420793461,3.3616519107612763,0.24436928
80,Cc1nc(C)c(-c2cccc(-c3cccs3)c2)s1,2.874764892274,3.5455987495003622,0.2211654
81,Oc1cccc(-c2cscc2-c2ccc(F)cc2)c1,3.348895939759,2.9961938390991527,0.12551418
82,c1cc(-c2cncs2)c[nH]1,3.04429281762,2.9230233166804163,0.18199962
83,c1ccc(-c2ccc(-c3csc(-c4cccc5ccccc45)n3)s2)nc1,2.2537091344260003,3.993619485510564,0.4097215
84,c1csc(-c2cc(-c3cccs3)cc(-c3cccs3)c2)c1,2.845158306975,2.309786792474238,0.22859167
85,O=c1[nH]cnc2c1ccn2-c1ccccc1Cl,3.013065163497,2.8986941750765984,0.18878597
86,Nc1ccc2cc(-c3ccccc3)c(-c3ccccc3)nc2c1,2.383535917961,3.636664328558424,0.36541152
87,Cc1ccc2cc(-c3ccncc3)sc2c1,2.359197857766,3.042572350322561,0.373571
88,O=C1c2ccccc2C(=O)c2c1ccc(-c1ccc(F)cc1F)c2O,1.73020953656,2.950799415354953,0.5958637
89,Cc1cscc1-c1nc(-c2c(F)cccc2F)cs1,2.704923673254,3.4842841397205166,0.2661066
90,Clc1ccc(-c2c(-c3ccccc3)sc3ccc(Cl)cc23)cc1,2.725734017815,3.339623756931832,0.26029897
91,Cc1cccc2oc(-c3cc(F)cc(F)c3)nc12,2.8314105852530003,2.968188433323009,0.23209915
92,Fc1ccc(-c2ccc(F)c(F)c2-c2ccco2)cc1F,3.114206268735,3.3493199817904578,0.16749695
93,O=c1cc(-c2ccc3cccc(O)c3c2)oc2ccccc12,2.463827000511,3.00157903622073,0.3390567
94,Cn1ccc2cc(-c3ccncc3)ccc2c1=O,2.55197854411,3.3874832060668334,0.31123304
95,Fc1ccc(-c2cc(-c3ccccc3)[nH]c2-c2ccc(-c3ccccc3)cc2)cc1,2.629261766991,3.363056610804778,0.28790507
96,Cc1cccc(-c2ccc(-c3cccc(F)c3)o2)c1,2.7303500366000004,2.7306461725470488,0.25902194
97,O=C1CCc2occc21,3.461080268535,2.008649378670108,0.10883821
98,Cc1ccc2cc(-c3c(-c4cccs4)sc4ccccc34)ccc2c1,2.426886879781,3.884850555460544,0.35106993
99,Nc1ccc(-c2ccco2)cc1-c1cccs1,2.646827874254,3.11371019370628,0.28275025
100,Fc1ccc(-c2cscc2-c2ccsc2)cc1F,3.194296745296,2.93583735889296,0.15203467
101,Brc1ccc(-c2ccc(-c3nc4ccccc4s3)cc2)cc1,2.639729762528,2.6084947095595314,0.28482646
102,O=c1cc(-c2ccc(O)cc2)oc2cc(-c3ccc(Br)cc3)ccc12,2.490296900876,3.2617641699824635,0.33057314
103,Clc1ccccc1-c1csc(-c2ccccc2)c1,2.9885612748750003,2.8855593727878306,0.19424585
104,N#Cc1cc(F)cc(-c2ccc3c(c2)C=CS(=O)(=O)O3)c1,3.14123921443,3.601808428578945,0.16214213
105,Oc1ccc(-c2csc(-c3ccc(Cl)cc3)n2)cc1,2.411200117899,2.8337162362215538,0.35623008
106,c1ccc(-c2cccc(-c3cccc(-c4cscn4)c3)n2)cc1,2.50221832598,3.2043076397363186,0.32678765
107,Oc1cc(O)cc(-c2cc3ccccc3o2)c1,2.987930310417,3.0504636836292875,0.19438802
108,Fc1ccc(-c2csc(-c3ccsc3-c3cccs3)n2)cc1Cl,2.151029534652,3.5874139985371025,0.44587567
109,Cc1c(Cl)cccc1-c1ccc(-c2ccc(-c3cccs3)s2)cc1,2.225002157499,3.0426084613044124,0.41974893
110,C1=C(c2ccsc2)CCCC1,3.344396759502,2.013394037859972,0.12622659
111,c1ccc(-c2cccc3oc(-c4ccccn4)cc23)cc1,2.61332077096,3.5974100276577285,0.2926311
112,Clc1ccc(-c2nc3ccccc3c3ccccc23)c(Cl)c1,2.322085699701,3.172554454916529,0.38615146
113,Fc1cccc(-c2cc(F)cc3c2CCC3)c1,3.707552915827,3.321064848787262,0.078901544
114,Fc1ccc(-c2csc(-c3cccs3)c2)cc1F,2.608786428071,2.799088510538956,0.29398367
115,N#Cc1c(-c2cc(F)cc(F)c2)cc(-c2ccc(Cl)cc2)nc1Cl,2.524005350111,3.3085853287821267,0.31992766
116,c1ccc2c(-n3cnc4ccccc43)cccc2c1,2.7597565423790003,2.802904106755072,0.2509828
117,Cc1cc(=O)oc2c1ccc1cc(-c3ccoc3)ccc12,2.658811486353,3.9161320768974655,0.27926588
118,Fc1ccc(-c2c(-c3ccsc3)sc3ccccc23)cc1,2.682269226142,3.62164501071806,0.272522
119,Cc1cccc(-c2cccc(-c3cc(-c4ccc(F)cc4)c[nH]3)c2)c1,3.14838532165,3.439141898061677,0.16074985
120,Cc1[nH]c(C)c(-c2ccc(-c3ccsc3)cc2)c(=O)c1Br,3.052071052644,3.5952112604492217,0.18033907
121,Fc1ccc(-c2ccc3ncc(-c4cccc(F)c4)cc3c2)cc1,2.32786522703,3.5104803422677167,0.38418177
122,Cc1cc(-c2ccc3c(c2)COC3=O)ccc1-n1cccc1,2.371372998693,3.4723370824428184,0.3694799
123,Cc1cc(-c2ccccc2-c2nccs2)ccn1,2.347143738229,3.1886592772699576,0.37763938
124,Oc1ccc(-c2coc3ccc(-c4ccccn4)cc23)cc1,2.875737422997,3.632827084193802,0.2209244
125,Fc1ccc2c(c1)Cc1cccn1-2,3.429219146926,3.153478177699629,0.1133659
126,Cc1ccc2[nH]c(-c3ccsc3)cc2c1,2.759060101043,2.9687892931555924,0.25117126
127,c1cncc(-c2cnc3sccc3n2)c1,1.870393702784,2.887053516074128,0.5464949
128,Brc1ccc(-c2cc(-c3ccco3)cc3cccnc23)cc1,2.255074076147,3.1802738378148017,0.4092465
129,Clc1ccccc1-c1cccc2c(-c3ccsc3)cccc12,2.840802856063,2.863308470656839,0.22969882
130,CC1CCC(N2CCN(c3ccccc3F)CC2)CC1,3.029946927392,3.2347162820484767,0.18509342
131,Fc1ccc2c(c1)-c1ccc(-c3ccccc3F)cc1CC2,3.12064420693,3.495238003250476,0.16620901
132,Fc1c(-c2cccs2)cccc1-c1ccc(-c2cccs2)s1,2.237241385805,3.067764583719048,0.41546512
133,Cc1oc2c(C)cccc2c1-c1ccc(F)cc1,3.3648206599400003,3.4839933160549097,0.12302026
134,Fc1ccc2c(c1)-c1[nH]c3ccccc3c1CC2,2.686925710505,3.0195154843199337,0.2711955
135,O=c1cc(-c2ccc3ccccc3c2)[nH]c2ccccc12,2.274301585549,3.100108668462666,0.40257394
136,Clc1ccccc1-c1cccc(-c2ccccc2-c2ccncc2)c1,2.884802136988,3.0672284690498604,0.2186873
137,c1ccc(-c2cc(-c3cccs3)c(-c3ccncc3)cn2)cc1,2.321028880389,3.6469801224103207,0.386512
138,Cc1ccc(Cl)c(-c2ccccc2-c2cccc(Cl)c2)c1,3.586277902426,2.5385202253229835,0.09255437
139,Fc1ccc2nc(-c3cccs3)c(-c3ccsc3)nc2c1,1.570138026858,3.3085625992218928,0.64990485
140,c1csc(-c2ccc(-c3ccc(-n4ccnc4)cc3)o2)c1,2.400043830425,3.6082219906316046,0.35992047
141,Cc1cc(-c2cccs2)cc(-c2cc(F)ccc2O)n1,2.396160522303,3.9772296078576734,0.36120895
142,Clc1ccccc1-c1ccnc2ccc(-c3ccccc3)nc12,1.711417694204,3.9022702814802814,0.6023588
143,Cn1ccc2ccc(-c3cc(=O)c4ccccc4o3)cc21,2.5383191615,3.5201250760721368,0.3154625
144,Cc1occc1-c1ccccc1-c1ccsc1,3.3558609343550003,2.8686344619389166,0.12441813
145,Oc1cccc2oc(-c3ccc(-c4ccccn4)cc3)cc12,2.483576217077,3.5606399166674634,0.33271697
146,Fc1ccc(-c2ccc3ccccc3c2-c2ccc(F)cc2)cc1,2.957207596279,3.329038158263608,0.20140558
147,Clc1ccc(-c2ccc(-c3ccc(-c4ccccc4Cl)cc3)o2)cc1,2.589973167373,2.7740353848650505,0.29963437
148,Clc1ccc2c(c1)C1CCC2C1,4.249489652073,2.776240159459168,0.037786815
149,Fc1cccc(-c2cccc(-c3cncc(-c4ccsc4)c3)c2)n1,2.373566146572,3.6502318029508567,0.3687449
150,Oc1ccc(-c2cscc2-c2ccc(F)c(Cl)c2)cc1Br,3.260580664518,3.1459302132396605,0.14014076
151,Fc1ccc(-c2scc(-c3ccccc3)c2-c2ccncc2)cc1,2.518262763654,3.55536226582298,0.3217284
152,Oc1ccccc1-c1ccc(-c2cc3ccccc3s2)cc1,2.683809042941,3.3203638220287783,0.27208292
153,Fc1ccc(-n2ccc(-c3csc(-c4cccs4)c3)c2)cc1,2.489057939787,3.705892538711928,0.33096784
154,Oc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)o2)cc1Br,2.576137301975,2.8133820321709657,0.30382943
155,O=c1c2ccccc2oc2c(-c3ccsc3)ccc(F)c12,2.616358385136,3.816574735784669,0.29172704
156,Cc1cc(Cl)ccc1-c1ccnc2cc3c(cc12)OCCO3,2.408320709698,3.623710608734208,0.35718095
157,Clc1cccc(-c2sc3ccc(-c4ccccc4)cc3c2-c2ccccc2)c1,2.670430789253,3.536416223861393,0.2759127
158,Clc1ccc(-c2cc3cc(Cl)ccc3o2)cc1,2.882463423633,2.9377958792020027,0.21926291
159,Cc1nc(-c2ccccc2)cc(-c2ccccc2)c1-c1ccccc1,2.6862353589170005,3.520240166715697,0.2713919
160,Clc1cc2ccccc2cc1-c1ccc(-c2ccccc2)nc1,2.420925148273,3.272460903956964,0.35302702
161,Brc1c(-c2ccccc2)nc2ccccn12,2.842362440565,2.91367936573848,0.22930194
162,c1csc(-c2ccc(-c3nc4ccccc4[nH]3)[nH]2)c1,2.334628374877,3.60690026229657,0.3818817
163,O=C1CC(c2ccc(-c3ccccc3)cc2)Oc2ccc(Cl)nc21,2.358323611465,3.1763321964039406,0.3738655
164,Cc1cc(-c2cc3ccccc3s2)c(-c2ccc(Cl)cc2)[nH]1,2.694998268795,3.496582848412463,0.26890546
165,Oc1ccc(-c2cccc3ccccc23)cc1,2.981853975242,2.668943553966109,0.19576108
166,Cc1ccc2[nH]c(-c3cc(-c4cccs4)cs3)cc2c1,2.390637279894,3.4641409518410646,0.363045
167,Fc1ccc(-c2cc3ccccc3nc2-c2ccccc2)cc1,2.345656781273,3.856162767958649,0.37814245
168,Cc1c2ccccc2cc2[nH]c(-c3cccs3)nc12,2.094157885342,3.6197246453761927,0.4661757
169,Clc1cc(-c2cc(-c3ccc(-c4cccs4)s3)cs2)c(Cl)s1,2.168981210518,3.268679215768284,0.43950197
170,c1cnc(-c2ccc(-c3ncc[nH]3)cc2)cn1,1.99206925867,3.307654886069761,0.5028533
171,Fc1ccc(-c2ccc(-n3ccnc3-c3ccc(F)cc3)cc2)cc1,2.927285875689,3.2553326119819084,0.20842066
172,Cc1ccc(-c2cccc(-c3c(C)c4ccccc4oc3=O)c2)cc1,2.42796596227,3.5507418303794656,0.3507162
173,Fc1ccccc1-c1csc(-c2ccc(-c3ccsc3)cc2)c1,2.667743836642,3.0788707092924232,0.2766859
174,O=C1c2ccccc2C(=O)N1c1nc(-c2ccc(Cl)cc2)cs1,1.371962097708,2.8305415775373945,0.7117337
175,Fc1cc(-c2csc(-c3ccsc3)c2)ccc1Cl,2.792351579832,2.932697564907372,0.24226794
176,c1ccc2c(-c3ccc(-c4cncs4)cc3)csc2c1,2.527154893239,3.336915170976814,0.31894228
177,c1ccc(-c2ccc(-c3cc4cc(-c5ccccc5)ccc4s3)cc2)cc1,2.675465016614,3.546998150891244,0.27446765
178,Fc1ccsc1-c1ncnc2scc(-c3cccs3)c12,2.253171483421,3.8606962655918617,0.40990865
179,c1cc(-c2ccsc2)cc(-c2cccc(-c3ncc[nH]3)c2)c1,3.252687987699,3.223037524001968,0.14151506
180,Fc1cc(Br)ccc1-c1ccc(-c2cc(Cl)ccc2Cl)cn1,2.495864797105,2.9473559289910543,0.32880235
181,Cc1ccc(-c2ccnc(-c3ccc(F)cc3)c2)o1,2.611594885627,3.1646304344097027,0.2931455
182,Cc1ccc(-c2sccc2-c2ccc(O)cc2)s1,2.4980768571630003,3.1124161240514034,0.3281002
183,O=c1ccoc(-c2cccc(-c3cscn3)c2)c1,2.568122736297,3.4803014644120664,0.30627456
184,Cc1ccc(-c2cc(-c3cccc(F)c3)cc3ccccc23)cn1,2.524929111401,3.848536392048603,0.31963846
185,Clc1ccc(-c2csc(-c3ccc(-c4ccc(Cl)cc4)s3)c2)cc1,2.205151576631,3.604158102693036,0.4267223
186,c1ccc(-n2cnc3c(-c4cccs4)cccc32)cc1,2.67846166747,3.1459142404159186,0.2736097
187,Fc1cccc(-c2csc(-c3c(F)cccc3F)n2)c1,2.539527818792,3.1659807244219818,0.31508702
188,Fc1ccc(-c2c(F)cccc2-c2cccc(Cl)c2)cc1,3.541634827784,3.018136088175168,0.098093405
189,O=c1c2cc(-c3ccc(F)c(F)c3)ccc2oc2cc(O)c(O)cc12,2.721312857388,3.8272535891024417,0.2615259
190,Clc1ccc(-c2cc(-c3ccccc3)cc(-c3ccncc3)c2)cc1Cl,2.679927811347,3.4061998034997347,0.27319056
191,Cc1ccn2cc(-c3ccccc3)nc2c1-c1ccccc1Cl,2.88003550015,3.6418083419247993,0.21986163
192,Cc1ccc(-c2ccc(-c3nc(-c4ccc(F)cc4)cs3)s2)cc1,2.1430808282280003,3.3531971897158703,0.44870365
193,O=c1c(-c2ccsc2)c(-c2ccccc2O)oc2ccccc12,2.401941284781,3.455726165324261,0.3592916
194,c1coc(-c2ccc(-c3ccsc3)cc2-c2cccs2)c1,2.751913995162,3.684141177173924,0.25311047
195,O=c1cc(-c2ccccc2Cl)oc2ncccc12,2.221398792587,3.133967484524681,0.42101246
196,O=c1[nH]c2ccc(F)cc2n2ccnc12,2.896138009181,2.8870126831464487,0.21591268
197,O=c1oc2ccccc2cc1-c1cc(-c2cccs2)cs1,1.917080158547,3.2726344512885834,0.52979743
198,Fc1ccc(-c2cc(-c3ccsc3)co2)cc1,3.1309328995450003,3.602146608834428,0.16416718
199,Clc1ccc(-c2cccc(-c3cccnc3)c2)cc1,2.867727058196,3.1347493939911124,0.22291493
200,Oc1cc2ncccc2c2cccnc12,2.298281987005,2.7310845989837915,0.39430252
201,Cc1ccc(-c2ccc(-c3ccc4c(c3)C(=O)NCC4)c(F)c2)cc1,3.202591002327,3.799743846565275,0.1505022
202,Fc1cccc(F)c1-c1sc(-c2ccsc2)cc1-c1ccsc1,2.450605317565,3.647246429622175,0.3433337
203,O=c1c(-c2cc(F)c(O)c(F)c2)coc2c(-c3ccoc3)cccc12,2.705825143138,3.654589000077932,0.26585335
204,Fc1ccc(-c2cncc(-c3ccc(F)cn3)c2)cc1,2.525022082816,3.2724002069118767,0.31960937
205,Cc1ccc2scc(-c3cccc(Cl)c3Cl)c2c1,3.053249135338,3.2810690375913465,0.1800886
206,c1ccc2cc(-c3ccc(-c4ncc[nH]4)s3)ccc2c1,2.252182272381,3.5292661288564804,0.41025302
207,Oc1ccc(Cl)cc1-c1ccccc1-c1ccccc1,3.51130673209,2.356015500381252,0.10202309
208,Fc1ccc(-c2c(-c3ccccc3)cccc2-c2ccncc2)cc1,2.833750458616,3.320001159676812,0.23149952
209,Fc1ccc(-c2csc(-c3ccc(Cl)cc3)c2)cc1,2.813001938619,3.0522527638085366,0.23685429
210,c1ccc(-c2ccnc3scc(-c4ccccc4)c23)cc1,2.8165921095380004,3.164147670068844,0.23592167
211,Cc1ccc(-c2ccc(-c3ccccc3F)s2)o1,2.286884878805,3.212235854115148,0.3982264
212,Fc1cccc(F)c1-c1c[nH]c2ccccc12,3.0779115499940004,2.6415680059221103,0.17490733
213,Cc1ccc(-c2cc3c(cc2F)OCC3)cc1,3.536637785516,3.008382381374999,0.098731466
214,Cc1ccc(-c2cc3ccccc3cc2-c2ccc(F)cc2)cc1,3.0396674768580003,2.82944392592099,0.1829927
215,Cc1coc(-c2ccc(F)cc2)c1C#N,2.981511256694,2.7024153019515245,0.19583875
216,N#Cc1cn(-c2ccc(O)cc2)cc1-c1ccc(-c2ccc(Cl)cc2)cc1,3.141288529747,3.618574104508824,0.16213249
217,c1ccc(-c2scc(-c3cccs3)c2-c2ccccc2)cc1,2.870694121239,2.948718743635163,0.22217615
218,O=c1c(-c2ccccc2)c(-c2cccs2)oc2ccccc12,2.36209479611,3.305506427194276,0.3725959
219,Clc1ccc(-c2nccnc2C2CCNCC2)cc1Cl,1.905828343628,3.5807879000874068,0.5338292
220,c1ccc(-c2cnc3ccnc(-c4cccs4)c3c2)cc1,1.988883675283,3.931962817797879,0.50399935
221,Fc1ccc(-c2c(-c3ccccc3)cncc2-c2ccncc2)cc1,2.597789258453,3.4007960953009047,0.2972792
222,Fc1ccc(-c2cc(-c3ccncc3)c(-c3ccccc3)[nH]2)cc1,2.641454916563,3.82617986082701,0.284321
223,c1ccc(C2CCCC2)nc1,3.233945642815,2.198557652943693,0.1448237
224,Fc1ccc(-c2c(-c3ccsc3)oc3ccccc23)cc1,2.784156975593,3.631553428912057,0.2444394
225,Cc1cnc(-c2cccc(-c3ccc(F)cc3F)c2)cn1,2.162139330923,3.7147139539460463,0.44192892
226,Cc1oc(-c2ccccc2)c(-c2ccccc2)c1-c1ccccc1,3.103458978201,2.7507248137993425,0.16966474
227,Cc1ccc2nc(-c3ccccc3)c(-c3ccco3)cc2c1,2.384691982424,3.783077995574912,0.36502582
228,Fc1cccc(F)c1-c1ccc(-c2ccsc2)cn1,2.547266540888,3.62587941725129,0.31268856
229,Fc1ccc(-c2csc(-c3ccc(F)cc3F)c2-c2ccc(F)cc2)cc1,2.991030670509,3.4277112187133434,0.19369024
230,Cc1oc2cc(-c3ccccc3)ccc2c(=O)c1Br,2.783852933624,3.099718331945972,0.24452022
231,c1cc(-c2cscc2-c2ccc3c(c2)COC3)cs1,3.270847041754,3.2424803908015662,0.13836986
232,O=c1c(-c2cccc(Br)c2)coc2cc(O)ccc12,2.829551091609,2.703354824297701,0.23257643
233,Oc1cc(F)cc(-c2ccsc2-c2ccc3ccccc3c2)c1,2.700639580554,3.4466719584389445,0.2673124
234,Clc1cccc(-c2cccc(-c3nc4cccnc4s3)c2)c1,2.264820028355,3.1301619182265528,0.40586
235,Fc1ccc(-c2cncc(-c3ccn(-c4cccc(F)c4)c3)c2)cc1,2.716245131315,3.866367065203927,0.26293686
